,UPC
3219,0817318023252
3220,0888259854939
3221,0610934314335
3222,0610934314397
3223,0610934314373
3224,0610934314359
3225,0610934314342
3226,0886745769194
3227,0886745769439
3228,0886745769354
3229,0716736099262
3230,0886895318099
3231,0889049009522
3232,0191839048537
3233,0191839048681
3234,0191839048551
3235,0191839048735
3236,0886745833314
3237,0428409099553
3238,0191201061799
3239,0191201061805
3240,0882800695125
3241,0055200009162
3242,0192824334567
3243,0192824334741
3244,0190472128217
3245,0190472128224
3246,0191972297175
3247,0190450220995
3248,0888392296917
3249,0888259814247
3250,0888259814254
3251,0886895312929
3252,0700285477183
3253,0715757487263
3254,0886608356431
3255,0886608356448
3256,0886608356455
3257,0886608356462
3258,0886608909583
3259,0886608909590
3260,0886608909606
3261,0715757485634
3262,0715757485658
3263,0817866010582
3264,0817866011114
3265,0817866017574
3266,0817866011084
3267,0661787868032
3268,0817866011251
3269,0661787868049
3270,0661787868056
3271,0661787865437
3272,0817866010599
3273,0817866013347
3274,0661787865444
3275,0817866013323
3276,0661787868063
3277,0817866011091
3278,0817866013378
3279,0817866010643
3280,0887445184577
3281,0887445184584
3282,0887445184591
3283,0887445184638
3284,0887445183006
3285,0634741682968
3286,0886888504959
3287,0886888504928
3288,0888392338563
3289,0735781015904
3290,0887445144816
3291,0887445148173
3292,0793597780263
3293,0793597779298
3294,0793597779304
3295,0810015060391
3296,0810015060377
3297,0793597778567
3298,0793597778550
3299,0793597777478
3300,0793597777782
3301,0793597780270
3302,4028173766857
3303,4028173766864
3304,4028173766871
3305,0608145422123
3306,0608145422130
3307,0608145422147
3308,0821299027789
3309,0716736065953
3310,0190694132795
3311,0886895395144
3312,0190694078611
3313,0000093421256
3314,0610934216653
3315,0716736170848
3316,0889623821229
3317,0886895394635
3318,0886745761822
3319,0610934977493
3320,0610934977509
3321,0610934977516
3322,0842852195042
3323,0816782017996
3324,0816782017972
3325,0190472121256
3326,0842852197893
3327,0842852197909
3328,0842852197916
3329,0716736186092
3330,0886895318105
3331,0828570445423
3332,0828570445430
3333,0828570445447
3334,0886745773580
3335,3607682875567
3336,3607682875581
3337,0191972278563
3338,0190450576634
3339,0190450576665
3340,0190450576641
3341,0190450576658
3342,0190450576627
3343,0610934314748
3344,0889623003380
3345,0000863000094
3346,0889049569507
3347,0190450310948
3348,0190472119628
3349,0886608376644
3350,0076484172052
3351,0076484172076
3352,0748610382955
3353,0748610382948
3354,0886608889274
3355,0886608889281
3356,0886608889298
3357,0886608889304
3358,0648478791640
3359,0888392334305
3360,0888392334343
3361,0888392334312
3362,0888392334336
3363,0888392334329
3364,0888366277850
3365,0888366277454
3366,0888366277935
3367,0888366277539
3368,0828570487447
3369,0828570487454
3370,0828570487461
3371,0019428084073
3372,0019428084103
3373,0715757453817
3374,0828570527389
3375,0888392404756
3376,0610934187793
3377,3607682431527
3378,3607682431541
3379,3607682431565
3380,0617932406185
3381,0617932407793
3382,0193573056076
3383,0821301158289
3384,0821301158241
3385,0821301158265
3386,0886608319368
3387,0816782014179
3388,0816782014209
3389,0190694133723
3390,0715757482558
3391,0603731879053
3392,0768686143946
3393,0054065686860
3394,0610934969498
3395,0610934969313
3396,0610934177091
3397,0190645434800
3398,0190694078741
3399,0190694078758
3400,0053300080340
3401,0053300080357
3402,0053300080364
3403,0053300080371
3404,0889645783376
3405,0889645783420
3406,0764824018404
3407,0716736249025
3408,0191839020236
3409,0716736147628
3410,0886745820062
3411,0889262794397
3412,0889262793918
3413,0889262793949
3414,0889262793970
3415,0889262794007
3416,0845028059728
3417,0610934122435
3418,0888392326904
3419,0888259809939
3420,0888259809946
3421,0190450225129
3422,0190450225099
3423,0190450225082
3424,0888560206816
3425,0888560040977
3426,0800881501890
3427,0800881501494
3428,0800881501500
3429,3607682506140
3430,0762753741882
3431,0889623649328
3432,0889623649335
3433,0822369363875
3434,0888392406057
3435,0800881503184
3436,0190450288599
3437,0886608369691
3438,0888392338617
3439,0888392338556
3440,0793597780355
3441,0793597778635
3442,0793597780362
3443,4028173763771
3444,4028173763788
3445,0191972175336
3446,0191972175343
3447,0191972175350
3448,0022099745099
3449,3607682203834
3450,3607682203841
3451,3607682203858
3452,0715757579425
3453,0190645537303
3454,0886608312802
3455,0888259854960
3456,0888259854977
3457,0888259854984
3458,0888259813349
3459,0888259813356
3460,0714636465415
3461,0714636465422
3462,0714636465439
3463,0888392407894
3464,0076484172083
3465,3607682047896
3466,0889262824070
3467,0889262824155
3468,0889262824193
3469,0889262824230
3470,0889262824278
3471,0889262824315
3472,0886895306768
3473,0054065645393
3474,0716736185941
3475,0735781015577
3476,0889645995014
3477,0889645995021
3478,0889645995038
3479,0888392428349
3480,0785562468276
3481,0785562468283
3482,0190450312782
3483,0193172003587
3484,0729998340355
3485,0748610381903
3486,0723815906212
3487,0661787868667
3488,0661787868674
3489,0661787868681
3490,0661787868698
3491,0634741801529
3492,0842852149540
3493,0842852197329
3494,0842852197299
3495,0842852179042
3496,0842852187528
3497,0842852177406
3498,0842852149588
3499,0842852149557
3500,0842852149564
3501,0800881501067
3502,0800881501074
3503,0800881501081
3504,0793597779458
3505,0888392174406
3506,0888392174376
3507,0628306307397
3508,0628306307403
3509,0080757050008
3510,0886608898894
3511,0886608898900
3512,0886608898917
3513,0715757571665
3514,0715757571672
3515,0715757571696
3516,0886608846895
3517,0610934246391
3518,0191972297045
3519,7332540615103
3520,7332540615110
3521,7332540615127
3522,0888392279675
3523,0889623535430
3524,0889623535447
3525,0886608775935
3526,0886608775942
3527,0886608775959
3528,3607682178804
3529,3607682178828
3530,0716736149509
3531,0716736149493
3532,0716736207506
3533,0716736149479
3534,0716736149486
3535,0842852150072
3536,0842852150096
3537,0768686228810
3538,0765857243238
3539,0715757571115
3540,0715757571122
3541,0190450225846
3542,0190450225877
3543,0748610380289
3544,0610934235913
3545,0610934235937
3546,0822369411996
3547,0822369412009
3548,0822369412016
3549,0822369412023
3550,0822369338262
3551,0822369338279
3552,0822369338286
3553,0822369338293
3554,0841227113773
3555,0729998360209
3556,0729998360179
3557,0886895355100
3558,0886895354974
3559,0888341584751
3560,0888341584812
3561,0190450678758
3562,0004710000077
3563,0703861003288
3564,0659641582545
3565,0659641569201
3566,1830008094900
3567,1830008097900
3568,7640185970021
3569,7640185970038
3570,7640185970045
3571,7640185970052
3572,7640185970076
3573,0193128000707
3574,0193128000714
3575,0659641932791
3576,0610934241907
3577,7630038389728
3578,0716736105321
3579,0610934088083
3580,0610934241921
3581,0806806409753
3582,0793597778840
3583,0842852198517
3584,0842852198487
3585,0842852198494
3586,0191930768006
3587,0191930768310
3588,3607682186328
3589,0887445175704
3590,0887445177067
3591,0887445177074
3592,0887445177043
3593,0886608897590
3594,0886608897606
3595,0886608897613
3596,0715757544546
3597,0715757544553
3598,62019101701021070
3599,0810497020470
3600,0810497022702
3601,0810497022788
3602,0748610360526
3603,0603731718758
3604,0703861000034
3605,0703861000027
3606,0886895356350
3607,0729998279853
3608,0729998337645
3609,0729998360339
3610,0888392328915
3611,0888392409171
3612,0715757573928
3613,9120028584892
3614,0716736105451
3615,0715757579432
3616,0661787871315
3617,0661787871360
3618,0716736186016
3619,0022099745549
3620,0782922076478
3621,0782922076454
3622,0886895355490
3623,0678282060274
3624,0678282060281
3625,0886608490111
3626,0886745782018
3627,0886745781684
3628,0886745838005
3629,0886745838647
3630,0886745782452
3631,0886745781004
3632,0886745838166
3633,0886745838630
3634,0886745682950
3635,0886745683865
3636,0886895397636
3637,0886888753777
3638,0828570634971
3639,0828570634995
3640,0608473726511
3641,0886895395694
3642,0428406500984
3643,0700285976242
3644,0888392180735
3645,0888392409102
3646,0700285977546
3647,0888392129741
3648,0888392129758
3649,0700285977560
3650,0700285977553
3651,0822369404752
3652,0822369404769
3653,0822369404776
3654,0822369404783
3655,0716736149103
3656,0716736149097
3657,0716736161358
3658,0610934121001
3659,0888341682815
3660,0888341627755
3661,0888341627762
3662,0888341627779
3663,0192499031877
3664,0192499031884
3665,0192499031891
3666,0715757482657
3667,0190450304633
3668,0810497020463
3669,0764820149492
3670,0817866013361
3671,0610934231397
3672,0610934231335
3673,0610934231373
3674,0691501000318
3675,0610934250107
3676,0886608414452
3677,0886608414490
3678,0886608414506
3679,0888392297259
3680,7640178034112
3681,0886608786559
3682,0886608786566
3683,0886608786573
3684,0648478795730
3685,0648478795747
3686,0817866011619
3687,0886745762539
3688,0886745762737
3689,0609408965449
3690,0886895397803
3691,0001817000054
3692,0001817000078
3693,0193172039142
3694,0193172039111
3695,0659641980358
3696,0193172039203
3697,0888392334190
3698,0828570640446
3699,0828570640453
3700,0828570640460
3701,0800881503207
3702,0888341568638
3703,0888341568652
3704,0888341568676
3705,0888341568713
3706,0889623224730
3707,0883295304127
3708,4028173208005
3709,0088989300984
3710,0716736148915
3711,0816235021884
3712,0764824018619
3713,0889262408546
3714,0192820057736
3715,0191839079371
3716,0191839079388
3717,0191839079494
3718,0886608932659
3719,0886608932666
3720,0886608932673
3721,0648478796669
3722,0886608492610
3723,0886608492634
3724,0194115217535
3725,0748610379573
3726,0700285238593
3727,0888259784304
3728,3664564625306
3729,0888366278178
3730,0604352017800
3731,0748610355843
3732,0822369404356
3733,0822369404363
3734,0822369404370
3735,0822369404387
3736,0610934095029
3737,0886745785590
3738,0886745785651
3739,0647484073573
3740,3607682127413
3741,0889645995342
3742,0889645995359
3743,0889645995366
3744,0889645995373
3745,0889645995380
3746,0889645995397
3747,0888341579528
3748,0888341579542
3749,0888341579566
3750,0888341579580
3751,7640178037106
3752,7640178037045
3753,7640178037175
3754,0889623456179
3755,9329295401905
3756,0821301240632
3757,0190108498851
3758,0190108498875
3759,0191839065244
3760,0191839065251
3761,0190450690477
3762,0190450690460
3763,0889623284994
3764,0886895395892
3765,0768686152832
3766,0768686152849
3767,0768686219610
3768,0768686219696
3769,0768686219702
3770,0768686219719
3771,0768686219764
3772,0768686219771
3773,0768686219634
3774,0768686219641
3775,0768686152894
3776,0768686152900
3777,0768686219733
3778,0768686219740
3779,0703861591006
3780,0887445144434
3781,0887445144106
3782,0887445144113
3783,0887445144120
3784,0887445144137
3785,0887445144144
3786,0887445146315
3787,0887445183617
3788,0887445183679
3789,0828570765408
3790,0828570765439
3791,0817866013156
3792,0817866013798
3793,0817866019448
3794,0661787868285
3795,0661787866526
3796,0661787866533
3797,0817866019462
3798,0661787868292
3799,0661787868308
3800,0817866019479
3801,0817866019486
3802,0817866019455
3803,0748610302458
3804,0748610373489
3805,0679370113971
3806,0679370113964
3807,0679370113988
3808,0764824014932
3809,0886608904557
3810,0886608904564
3811,0688296311293
3812,0688296311309
3813,0688296311255
3814,0688296311262
3815,0688296311286
3816,0688296365562
3817,0888392407887
3818,0888392174291
3819,0888392174321
3820,0888392174307
3821,0888392279729
3822,0700285863214
3823,0648478796645
3824,0748610362469
3825,0886608979906
3826,0886608979975
3827,0610934158014
3828,0610934157956
3829,0716736140612
3830,0716736148496
3831,0716736148489
3832,0193128093280
3833,0193128093303
3834,0193128093327
3835,0193128093341
3836,0193128093358
3837,0193128093273
3838,0193128093297
3839,0193128093310
3840,0193128093334
3841,0193128093365
3842,0661787866304
3843,0661787866311
3844,0661787866328
3845,0661787866335
3846,0661787866342
3847,0661787866359
3848,0661787866366
3849,0661787868988
3850,0661787868995
3851,0661787866397
3852,0661787866373
3853,0661787866380
3854,0887445176220
3855,0887445176213
3856,0887445175377
3857,0887445175308
3858,0887445178415
3859,0887445178286
3860,0887445175292
3861,0887445175391
3862,0887445175643
3863,0887445175759
3864,0886745549963
3865,0886745549970
3866,0886745549987
3867,0886745549994
3868,0886745550006
3869,9329295404227
3870,0886608957881
3871,0886608957898
3872,0886608957904
3873,0886895310161
3874,0886895310154
3875,9329295404326
3876,0888392407603
3877,3607682432227
3878,3607682432241
3879,3607682432265
3880,0842852197428
3881,0842852195998
3882,0842852187009
3883,0192362304060
3884,0810497026885
3885,0810911035165
3886,0810911035172
3887,0810911035189
3888,0816782016074
3889,0000678201600
3890,0193573073639
3891,0193573073646
3892,0193573073653
3893,0842852165786
3894,0842852171374
3895,0886608810216
3896,0886608810223
3897,0886608810230
3898,0191928042484
3899,0191928042125
3900,7630038395927
3901,7630038395958
3902,0828570554729
3903,0828570555283
3904,0828570555306
3905,0328570555313
3906,0810497024171
3907,0716736143101
3908,0889645785523
3909,0819835017202
3910,0817866019578
3911,0817866019585
3912,0661787866410
3913,0817866015990
3914,0817866015846
3915,0661787869077
3916,0661787869084
3917,0765857243139
3918,0748610381880
3919,0886745715429
3920,0886745712503
3921,0886745711636
3922,7640178035331
3923,0847678120636
3924,0191972175381
3925,0191972175398
3926,0191972175404
3927,0610934242867
3928,0828570568108
3929,0828570743666
3930,0828570743673
3931,0828570743680
3932,0886745814788
3933,0886745814672
3934,0193391175737
3935,0193391176512
3936,0193391177045
3937,0193391177250
3938,0192500242469
3939,0192500242476
3940,0192500242483
3941,0888259813219
3942,0888259813226
3943,0888259813233
3944,0768686228308
3945,0610934245585
3946,0616983263280
3947,0602573093085
3948,3607682879138
3949,3607682879152
3950,3607682879176
3951,3607682879190
3952,0821301551202
3953,0610934178906
3954,0610934313710
3955,0610934246186
3956,0828570760526
3957,0828570760540
3958,0828570760557
3959,0828570760564
3960,0886608929253
3961,0886608929307
3962,0886608929277
3963,0886608929291
3964,0193573053068
3965,0193573053082
3966,0193573053136
3967,0193573053143
3968,0886608813392
3969,0886608813514
3970,0886608813637
3971,0886608813644
3972,0886608813538
3973,0886608813521
3974,0886608929901
3975,0886745680147
3976,0190450220636
3977,0634741767634
3978,0661787869015
3979,0817866015808
3980,0817866015822
3981,0817866019561
3982,0661787869039
3983,0817866015815
3984,0821301227183
3985,0821301227190
3986,0821301227206
3987,0886608895848
3988,0886608895855
3989,0886608895862
3990,0888341683157
3991,0888341683164
3992,0846490048135
3993,0888259775487
3994,0821299027611
3995,0716736148380
3996,0889587663354
3997,0191972273841
3998,0191972169267
3999,0191972169274
4000,0191972169281
4001,0191972192326
4002,0191972192333
4003,0191972192340
4004,0886608901709
4005,0886608901716
4006,0886608901723
4007,0886608901730
4008,0190450577631
4009,0889049882316
4010,0888392175557
4011,0888392175526
4012,0888392175540
4013,0888392175519
4014,3607682425717
4015,3607682425724
4016,3607682425731
4017,3607682425748
4018,3607683258154
4019,3607683258161
4020,3607682532613
4021,3607681831595
4022,3607681831601
4023,3607681831618
4024,3607681831625
4025,3607681831632
4026,0715757413750
4027,0715757405274
4028,0737045818283
4029,0737045818283
4030,0888855865537
4031,0888855866947
4032,0826215531395
4033,0826215531722
4034,0826215531739
4035,0725239202871
4036,0883295301188
4037,0716736182155
4038,0883295302444
4039,0888392407849
4040,0765857242392
4041,0821301182673
4042,0821301182680
4043,0821301182697
4044,0886608904991
4045,0886608905004
4046,0716736168845
4047,0888961683292
4048,0190450574364
4049,0190450574371
4050,0190450574388
4051,0716736186108
4052,0610934031102
4053,0610934175332
4054,0616438708755
4055,0616438708793
4056,0616438708816
4057,0616438708830
4058,0616438708779
4059,0886895302579
4060,0019428082772
4061,0019428082833
4062,0817318028783
4063,0817318028790
4064,0817318025577
4065,0817318025515
4066,0716736158563
4067,0716736158471
4068,0716736158525
4069,0716736158532
4070,0716736158440
4071,0716736158501
4072,0193128007386
4073,3607682025207
4074,0810911034984
4075,0810497022603
4076,0810911034991
4077,0810911035004
4078,0001100002208
4079,0821301173565
4080,0821301173572
4081,0821301173589
4082,0191931710936
4083,0191931711186
4084,0847678134527
4085,0648478791657
4086,0780392037845
4087,0805538610857
4088,0805538627145
4089,0805538627152
4090,0805538610888
4091,0703861003103
4092,0076484775109
4093,0076484775116
4094,0886608815556
4095,0886608815570
4096,0886608815594
4097,0886608815600
4098,0194115236383
4099,0194115236437
4100,0194115236475
4101,0768686529696
4102,0768686529689
4103,0768686143427
4104,0768686143434
4105,0768686143458
4106,0768686143441
4107,0768686529887
4108,0768686529894
4109,0193172105540
4110,0193172105557
4111,0888392335920
4112,0887445183020
4113,0887445184850
4114,0887445184867
4115,0768686238666
4116,0768686238673
4117,0768686218958
4118,0768686218965
4119,0768686222443
4120,0768686222450
4121,0842852189423
4122,0842852151826
4123,7613186050580
4124,0610934102352
4125,0886895395717
4126,0610934317268
4127,0610934317282
4128,0628306314746
4129,0628306314739
4130,0628306314722
4131,0715757546571
4132,0610934313161
4133,0659641541634
4134,0661787876846
4135,0886608622956
4136,0886608622963
4137,0886608622970
4138,0842852197565
4139,0842852197558
4140,0842852197589
4141,0634741754481
4142,7611315606059
4143,0610934207422
4144,0610934207484
4145,0610934207460
4146,0193172040254
4147,0886895395793
4148,0191972289712
4149,0085955127392
4150,0679370988357
4151,0679370988364
4152,0888392407481
4153,0888392407498
4154,0716736063300
4155,0886745775669
4156,0886745775386
4157,0886745778714
4158,0886745777762
4159,0886745778172
4160,0610934318326
4161,9329295354485
4162,0190472138896
4163,0610934248838
4164,0888392425805
4165,3607682958277
4166,3607682957973
4167,3607682957980
4168,3607682957997
4169,0193573064729
4170,0193573064736
4171,0193573064743
4172,0888392406026
4173,0748610325983
4174,0748610326003
4175,0748610326027
4176,0886608776413
4177,0886608776420
4178,0886608776437
4179,0031652244924
4180,0031652255203
4181,0022099745723
4182,0888392406095
4183,0193172078035
4184,0609408985485
4185,0609408964930
4186,0889623534631
4187,0883418672614
4188,0883418672867
4189,0883418672874
4190,0768686220616
4191,0768686139567
4192,0768686220579
4193,0768686220593
4194,0889262743364
4195,0889262743388
4196,0889262743081
4197,0889262743128
4198,0889262743166
4199,0889262743142
4200,0716736107110
4201,0078257314003
4202,0886608774815
4203,0886608774822
4204,0193128094478
4205,0661787869121
4206,0888392405487
4207,0889049879156
4208,0889049879170
4209,0889049879132
4210,0842852188167
4211,0888392411426
4212,0888392423917
4213,0888392423924
4214,0821301226605
4215,0821301226612
4216,0821301226629
4217,0888423826496
4218,0888423826502
4219,0888423826519
4220,0886895255318
4221,0842852188273
4222,0883510393615
4223,0852196007000
4224,0716736248912
4225,0715757571719
4226,0889143823475
4227,3607682532576
4228,0190450678161
4229,0886745833772
4230,0886745832645
4231,0886745831235
4232,0886895213943
4233,0634741812167
4234,0078257312658
4235,0715757572877
4236,0886895397711
4237,0889049216401
4238,0634741811429
4239,0888392333759
4240,0765857242408
4241,0764824016110
4242,0821299028113
4243,0716736099279
4244,0715757482626
4245,9329295347081
4246,0735781014921
4247,0191972296116
4248,0191972296123
4249,0191972296130
4250,0190450574913
4251,0889049879392
4252,0889049879354
4253,0190450574876
4254,0190450574951
4255,0190450261776
4256,0190450574852
4257,0190450712667
4258,0190450574869
4259,4028173770410
4260,4028173770403
4261,0090897225112
4262,0648478791367
4263,0886608671480
4264,0886608671503
4265,0886608671527
4266,0886608671534
4267,0886608671541
4268,0192820057712
4269,0715757446819
4270,0821301555378
4271,0821301555385
4272,0810497024379
4273,0817318023122
4274,0088989546283
4275,0764824015083
4276,0888392180827
4277,0888392180858
4278,0888392297228
4279,0748610381774
4280,0190450696257
4281,0840056905672
4282,0842852195653
4283,7332540723600
4284,0810911030115
4285,0817318023597
4286,0190450312737
4287,0648478790063
4288,0851416002047
4289,0088989199144
4290,0088989342298
4291,0088989199137
4292,0088989349976
4293,0748610348784
4294,0748610348791
4295,0888341578743
4296,0888341578767
4297,0888341578781
4298,0888341578804
4299,0610934205794
4300,0610934205831
4301,0610934205770
4302,0691501000219
4303,0610934933536
4304,0610934933543
4305,0190450686968
4306,0190450686951
4307,0888392336613
4308,0634741814802
4309,0828570704278
4310,0828570704285
4311,0828570704292
4312,7325540670166
4313,0821301228067
4314,0821301228074
4315,0821301228081
4316,0191142315050
4317,0191142315067
4318,0191142315104
4319,0191142315098
4320,0191142315135
4321,0716736157368
4322,0716736157375
4323,0716736157436
4324,0716736157399
4325,0716736157344
4326,0810007330907
4327,0888392174734
4328,0888392104014
4329,0888392078018
4330,0888392104021
4331,0888259813080
4332,0193128097073
4333,0193573001892
4334,0610934276909
4335,0610934276848
4336,0610934201284
4337,0610934201314
4338,0610934201345
4339,0190450678277
4340,0793597780423
4341,0793597780416
4342,0793597780249
4343,0793597780430
4344,7640178034341
4345,0888392162946
4346,0190450220674
4347,0888392334831
4348,0748610302588
4349,0748610302571
4350,0748610302564
4351,0748610302557
4352,0780392037852
4353,0659641980129
4354,0191972174230
4355,0191972174247
4356,0191972174254
4357,0886895395090
4358,0191201008695
4359,0191201008671
4360,0886608902744
4361,0886608902751
4362,0886608902775
4363,0716736185439
4364,0685068883545
4365,0685068883552
4366,0886895303682
4367,0886895303682
4368,0729998342953
4369,0729998365624
4370,0729998365617
4371,0729998342946
4372,0729998365600
4373,0828570496272
4374,0828570496289
4375,0828570496296
4376,0886608897354
4377,0886608897361
4378,0886608897378
4379,0088989615385
4380,0088989615378
4381,0192410043675
4382,0192410043682
4383,0192410043729
4384,0192410043736
4385,0192410043743
4386,0610934037937
4387,0610934177251
4388,0610934175028
4389,0610934244243
4390,0842852177635
4391,0842852198333
4392,0842852177611
4393,0634741815144
4394,0634741815151
4395,0634741815113
4396,0634741815120
4397,0889262701982
4398,0889262701388
4399,0889262701425
4400,0889262701463
4401,0889262701500
4402,0889262701548
4403,0886895318396
4404,0816235022577
4405,0886895395007
4406,0886895311281
4407,0886895311274
4408,0889623901761
4409,0889623901785
4410,0889623901808
4411,0889623901839
4412,0610934313796
4413,0610934313765
4414,0716736063416
4415,0881862715291
4416,0659641978416
4417,0610934187984
4418,0889262282979
4419,0889262283037
4420,0889262283099
4421,0886745422617
4422,0090897068306
4423,0193172003662
4424,0889645957586
4425,0889645957593
4426,0889645957609
4427,0889645957616
4428,0889645957623
4429,0889645957630
4430,0889645957647
4431,7325540986298
4432,7325540986304
4433,7325540986267
4434,7325540986175
4435,7325540986182
4436,0842852167360
4437,0748610302649
4438,0886745771135
4439,0888392411679
4440,0810033080357
4441,0810033080364
4442,0886608902690
4443,0886608902706
4444,0886608902720
4445,0886608902737
4446,0886895310147
4447,0888392405494
4448,0190472217348
4449,0190472217355
4450,0190472217362
4451,0190472217379
4452,0828570415709
4453,0828570415716
4454,0828570415723
4455,0054065660600
4456,0886895308175
4457,0886895308175
4458,0886608295280
4459,0886608295297
4460,0886608295303
4461,0716736160580
4462,0716736158143
4463,0716736158136
4464,0842852196469
4465,0842852196452
4466,0886745847090
4467,0886745847076
4468,0886745847106
4469,0886745847137
4470,0716736063287
4471,0190284950242
4472,0190284950648
4473,0194116210320
4474,0194116210542
4475,0194116210481
4476,0191163137068
4477,0716736105291
4478,0191972319334
4479,0191972319341
4480,0191972319327
4481,0679370131432
4482,0085955126753
4483,0725239235244
4484,0725239222121
4485,0076484792267
4486,0886745750857
4487,0886745750802
4488,0886745750949
4489,0888341478302
4490,0088989199755
4491,0889262310290
4492,0821301172964
4493,0821301172971
4494,0821301172988
4495,0842852197251
4496,0716736249780
4497,0616438600011
4498,0800881503160
4499,0886745811862
4500,0886745812210
4501,0846490021220
4502,0846490021268
4503,0846490021251
4504,0846490021152
4505,0888259773025
4506,0888259813608
4507,0846490021206
4508,0887445123903
4509,0828570738914
4510,0828570738921
4511,0828570738938
4512,0810911034342
4513,0810911034359
4514,0810497025642
4515,0610934283891
4516,0191477663949
4517,0191477664601
4518,0191477664892
4519,0191477665165
4520,0191477665356
4521,0192824026974
4522,0192824027797
4523,0192824028282
4524,0821301172926
4525,0821301172933
4526,0821301172940
4527,0716736186085
4528,0886608623069
4529,0886608623076
4530,0886608623083
4531,0808216360105
4532,0808216360112
4533,0808216360129
4534,0808216360136
4535,0808216362505
4536,0808216362512
4537,0808216362529
4538,0808216362536
4539,0808216369702
4540,0808216369719
4541,0808216369726
4542,0808216369733
4543,0808216369603
4544,0808216369610
4545,0808216369627
4546,0659641995055
4547,0192828497312
4548,0821301186954
4549,0821301186961
4550,0821301186978
4551,0886895308199
4552,0886895308199
4553,0076484173264
4554,0648478796652
4555,0886608820888
4556,0886608820901
4557,0886608820925
4558,0886608820932
4559,0886608820949
4560,7640175131388
4561,7640183585555
4562,0768686229305
4563,0610934314854
4564,0610934314786
4565,0610934314847
4566,0610934135664
4567,0190645383795
4568,0828570712716
4569,0840056900554
4570,0840056900561
4571,0888392256010
4572,0886608922469
4573,0886608922476
4574,0603403018377
4575,0780292174022
4576,0780292176484
4577,0780292173483
4578,0780292175012
4579,0634741713563
4580,3607682864417
4581,3607682864431
4582,0716736248684
4583,0842357151185
4584,0190450678475
4585,0679370280888
4586,0679370280895
4587,0679370280918
4588,0888401318357
4589,0888401318364
4590,0842852186033
4591,0716736104737
4592,0716736167657
4593,0828570332983
4594,0828570332990
4595,0716736148427
4596,0764824014482
4597,0886745831730
4598,3607682047780
4599,0610934314670
4600,0610934314700
4601,0610934314717
4602,0610934314687
4603,0840056900196
4604,0840056900202
4605,0085955146690
4606,0727602279589
4607,0727602279596
4608,0727602279602
4609,0727602279626
4610,0886608605171
4611,0886608605188
4612,0886608605195
4613,0889623190776
4614,0193172128167
4615,0193172826834
4616,0193172128150
4617,0193172128181
4618,0886745901358
4619,0886745901440
4620,0886745902164
4621,0886745902171
4622,0886745902157
4623,0716736185897
4624,0842852195059
4625,0888392411389
4626,0889623569503
4627,0821301141533
4628,0821301141540
4629,0821301141557
4630,0735781014617
4631,0610934099379
4632,0610934099416
4633,0610934099454
4634,0610934099317
4635,0610934099355
4636,0610934099393
4637,0888392405685
4638,7640178037557
4639,0768686228735
4640,0889645785851
4641,0610934158816
4642,0610934158809
4643,0603731900047
4644,0715757579463
4645,0888392411365
4646,0884065951589
4647,0658100906823
4648,7640183585531
4649,7640183585524
4650,0610934183405
4651,0764824016295
4652,0634741817995
4653,0715757451035
4654,0843557116660
4655,0843557116677
4656,0843557116684
4657,0054065658461
4658,0886895395625
4659,0888392411419
4660,0190450220551
4661,0193573002141
4662,0888392428332
4663,0888392428370
4664,0679370988876
4665,4028173052844
4666,0817866016133
4667,0661787868247
4668,0817866016140
4669,0661787868254
4670,0817866016164
4671,0817866019318
4672,0817866016157
4673,0817866019325
4674,0661787868261
4675,0817866010650
4676,0817866016188
4677,0817866010667
4678,0661787868278
4679,0817866016195
4680,0817866010674
4681,0191972163333
4682,0191972163340
4683,0748610390042
4684,0748610390059
4685,0748610381217
4686,0088989277187
4687,0715757405670
4688,0886745771746
4689,0886745771081
4690,0715757451097
4691,0888588064207
4692,7640178034792
4693,0610934097290
4694,0610934097313
4695,0193395021436
4696,0190450678178
4697,0715757485566
4698,3607682997016
4699,3607682997023
4700,3607682997009
4701,0716736157146
4702,0716736157153
4703,0716736157160
4704,0716736157177
4705,0716736161105
4706,0716736157023
4707,0716736157030
4708,0716736157122
4709,0716736157139
4710,0716736157061
4711,0716736157078
4712,0886745820130
4713,0886745762645
4714,0054065686815
4715,0806806408688
4716,0888341757339
4717,0888341757322
4718,0889623965558
4719,0889623965565
4720,0889623965572
4721,0889623965589
4722,0193573036238
4723,0193573036245
4724,0193573036252
4725,0190450221114
4726,0888392328922
4727,0889262309867
4728,0888392425843
4729,0821301073902
4730,0821301073919
4731,0821301073926
4732,0886608411420
4733,0793597777881
4734,0609408990694
4735,0609408990717
4736,0609408990755
4737,0886608513735
4738,9329295420043
4739,0610934306682
4740,0610934306644
4741,0190450678147
4742,0764824014208
4743,0821299027628
4744,0847678121626
4745,0061492043920
4746,0061492043937
4747,0061492043944
4748,0061492043975
4749,0061492043982
4750,0886608820680
4751,0886608820703
4752,0886608820727
4753,0886608820734
4754,0886608580096
4755,0886608580102
4756,0888413366339
4757,0888413366346
4758,0191142314657
4759,0714636465453
4760,0714636465477
4761,0714636465460
4762,0883510404038
4763,0883510404045
4764,0883510404052
4765,0748610373359
4766,0054065546485
4767,4028173828241
4768,4028173828258
4769,4028173828265
4770,4028173828272
4771,4028173828289
4772,0610934246841
